Protein FDR Confidence Combined,Master,Accession,Description,% Coverage,# Peptides,# PSMs,# Unique Peptides,MW in kDa,Gene Symbol,t=0 (Prime); WT YAP; Abundance 1221003,t=24 (NMP); WT YAP; Abundance 1221004,t=36; WT YAP; Abundance 1221005,t=48 (PSM); WT YAP; Abundance 1221006,t=0 (Prime); WT TAZ; Abundance 1221007,t=24 (NMP); WT TAZ; Abundance 1221008,t=36; WT TAZ; Abundance 1221009,t=48 (PSM); WT TAZ; Abundance 1221010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P39023,60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2,50,21,207,21,46.1,RPL3,91055949.90,147705586.61,26759174.81,46270178.12,15655925.39,153622241.51,49455084.22,572818.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q05682,Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3,35,29,207,29,93.2,CALD1,27535510.80,93516130.69,16563874.89,17920673.66,18197489.69,86047440.74,42809651.75,11301399.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15149,Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3,16,70,206,69,531.5,PLEC,16856319.01,21276047.10,8498778.23,12141676.59,19450965.14,23267561.83,8686683.48,2342927.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P46937,Transcriptional coactivator YAP1 OS=Homo sapiens OX=9606 GN=YAP1 PE=1 SV=2,53,18,202,17,54.4,YAP1,35705409.01,48507483.70,36609588.86,51924874.58,6658080.88,14972429.29,16242735.25,15666490.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96PK6,RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2,33,23,201,23,69.4,RBM14,28282234.45,57744836.21,19669719.15,17724026.44,10958950.38,56778095.13,37228392.70,44027204.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P25705,"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",52,26,201,26,59.7,ATP5F1A,23670698.37,62535337.05,15599946.01,17245298.70,11933525.43,58242435.06,26846424.62,15851341.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P22626,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2,65,20,200,18,37.4,HNRNPA2B1,33010937.07,74425769.92,22753170.97,42614199.20,11034067.98,88022501.82,19228983.32,3671604.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13838,Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1,44,16,199,8,49,DDX39B,18723313.20,60866781.56,11425959.50,28617386.08,6702415.26,77215146.16,25305527.67,2434808.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P11387,DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2,34,27,198,27,90.7,TOP1,38883766.04,95274577.45,17450159.54,27202387.97,20710096.15,79992311.85,54452660.13,2592657.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y5B9,FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1,30,30,196,30,119.8,SUPT16H,14100544.56,59333780.19,9873549.04,23093937.04,10702722.17,53387117.63,34108280.18,1351518.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P68363,Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1,54,19,194,19,50.1,TUBA1B,17260658.06,49331394.46,6798342.50,13827405.17,9501977.26,43840259.71,20085468.24,2285208.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8WWI1,LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=3,34,43,192,43,192.6,LMO7,11165684.37,43832131.14,17888060.55,26796567.67,5955710.99,43405106.32,37956162.11,19675423.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O00567,Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4,49,25,191,25,66,NOP56,29757429.45,50315671.55,15914786.25,17698028.14,15175554.60,60893604.78,42036444.64,9277879.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P07437,Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2,52,19,191,3,49.6,TUBB,4478238.06,8333976.00,1376774.93,1681659.57,1679990.50,8599622.38,3304192.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q12788,Transducin beta-like protein 3 OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=2,39,23,187,23,89,TBL3,21451311.31,48187470.50,11037772.40,10727479.92,7177653.46,44613452.77,35202590.00,2706280.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8IZL8,"Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens OX=9606 GN=PELP1 PE=1 SV=2",24,18,186,18,119.6,PELP1,19058268.36,35939113.05,7592646.81,14335373.36,7956292.32,41421962.18,25293042.18,1974126.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P06576,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",52,21,185,21,56.5,ATP5F1B,11310652.16,39007604.11,7909698.74,8353976.57,7398149.05,36526677.88,15615647.48,13433612.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13435,Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2,34,26,184,26,100.2,SF3B2,4846395.48,31685105.92,7910322.14,16026019.34,12829829.01,35402549.43,20589712.47,11214605.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UNX4,WD repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=WDR3 PE=1 SV=1,37,29,183,29,106,WDR3,15148015.72,39798829.31,7231074.61,11257881.92,7185633.65,32434832.88,27948514.55,1259335.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9P258,Protein RCC2 OS=Homo sapiens OX=9606 GN=RCC2 PE=1 SV=2,59,27,181,27,56,RCC2,19378898.26,63209756.31,11349859.63,20731838.96,9562521.81,54362965.70,29552590.29,2295010.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96GQ7,Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2,31,24,180,24,89.8,DDX27,26043431.20,74747127.84,16151762.04,19676265.72,15462451.36,48625753.71,38535244.04,1557033.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P36578,60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5,44,20,179,20,47.7,RPL4,53100699.84,71748380.32,13309621.34,25613788.25,13971610.59,85528560.24,38495946.46,521409.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,A6NHR9,Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SMCHD1 PE=1 SV=2,24,39,178,39,226.2,SMCHD1,9676343.14,25304060.00,4422917.31,7707715.53,5991656.54,26133400.70,18336245.86,1613384.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P26599,Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=2,41,17,177,17,59.6,PTBP1,20283487.76,56682861.84,11092400.28,14543301.77,7836670.17,59858503.10,24856462.49,3552348.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O43166,Signal-induced proliferation-associated 1-like protein 1 OS=Homo sapiens OX=9606 GN=SIPA1L1 PE=1 SV=4,28,42,176,41,199.9,SIPA1L1,10969712.42,26755173.20,9613134.03,12545089.35,4102216.43,36850928.16,28532103.74,2727898.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8NI36,WD repeat-containing protein 36 OS=Homo sapiens OX=9606 GN=WDR36 PE=1 SV=1,27,21,174,21,105.3,WDR36,9830013.50,25647904.86,6762370.45,7922898.88,4869028.10,37480088.06,23162206.00,4979377.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NYL9,Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,60,19,172,19,39.6,TMOD3,20258113.73,63719111.59,10396180.16,10368857.98,6522699.02,64510143.16,17420867.56,3140414.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P63010,AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1,36,28,171,16,104.5,AP2B1,16263456.69,57692469.63,7126154.45,8674668.45,8827748.45,47874848.88,19471541.75,6642646.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13885,Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1,52,19,169,4,49.9,TUBB2A,957813.36,14488596.50,3759150.68,6115006.18,2669158.88,14593645.97,8434702.81,1424293.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P60660,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2,63,10,167,8,16.9,MYL6,23557840.82,210253067.63,23059775.63,11195222.27,9944114.20,103795646.85,16711368.69,3328027.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P38159,"RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3",45,19,165,6,42.3,RBMX,32059317.66,51441633.07,19212604.45,33685913.90,13407345.48,79940296.20,28029979.93,5389719.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O43143,ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2,28,20,165,19,90.9,DHX15,12027570.61,30891628.51,6573668.59,16369435.41,8477834.76,28712953.35,16755412.54,4929614.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P50552,Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3,54,20,164,20,39.8,VASP,41289980.03,61636640.33,12595381.58,8427478.96,15152024.55,63425525.20,20361812.01,396068.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9H6R4,Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2,24,22,163,22,127.5,NOL6,16498315.66,36251928.63,7239022.38,10514405.41,7021722.85,41694685.91,33293281.17,822285.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P62701,"40S ribosomal protein S4, X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2",63,20,163,20,29.6,RPS4X,50509647.45,119980441.21,22410810.21,40186622.06,14336775.73,123227848.64,23436659.11,1661813.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15459,Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1,44,31,162,31,88.8,SF3A1,70359744.39,83307284.54,41331049.39,41081494.06,27883214.15,82856984.58,56436772.32,27900361.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O94832,Unconventional myosin-Id OS=Homo sapiens OX=9606 GN=MYO1D PE=1 SV=2,35,35,161,35,116.1,MYO1D,21304607.15,43647038.47,9986083.04,13409866.57,8890017.41,36229216.47,25595786.33,1959613.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P28370,Probable global transcription activator SNF2L1 OS=Homo sapiens OX=9606 GN=SMARCA1 PE=1 SV=2,25,27,159,13,122.5,SMARCA1,4841674.92,9380118.45,1744765.16,3171965.20,3092236.35,9253807.22,5549203.49,381387.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q01780,Exosome component 10 OS=Homo sapiens OX=9606 GN=EXOSC10 PE=1 SV=2,40,29,159,29,100.8,EXOSC10,14172737.88,44216620.10,9919613.80,10293879.16,6566134.06,40136655.09,25260647.09,2510427.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P15924,Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3,22,59,155,59,331.6,DSP,5320412.29,17938253.32,12949170.25,23349703.50,3065957.71,15865024.27,16376337.19,10517492.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1,40,22,154,22,68.5,RPN1,26916811.25,35379483.36,10496275.88,13765921.46,8215396.12,41234074.86,30725748.17,3504760.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P68371,Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,52,19,154,2,49.8,TUBB4B,10609708.45,34200868.45,5791814.43,9225959.52,7030145.55,32048730.67,11898047.96,2433084.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BVP2,Guanine nucleotide-binding protein-like 3 OS=Homo sapiens OX=9606 GN=GNL3 PE=1 SV=2,35,16,153,16,62,GNL3,14972936.16,28633296.14,7765422.52,14909114.03,6257370.93,35257107.23,25766027.16,1152761.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BZE4,GTP-binding protein 4 OS=Homo sapiens OX=9606 GN=GTPBP4 PE=1 SV=3,40,23,153,23,73.9,GTPBP4,21695689.32,41983164.31,10713136.99,16223655.18,8182083.98,42623778.61,31368379.51,1579066.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q16531,DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1,29,29,153,29,126.9,DDB1,5330601.46,34223710.75,10162609.69,9721397.75,4499063.97,25143897.30,20719754.81,9320790.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P78347,General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I PE=1 SV=2,34,31,153,31,112.3,GTF2I,13296206.40,48772891.34,9346089.25,17421946.89,10633789.33,55890134.89,27763314.49,14469407.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q08211,ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,26,30,153,30,140.9,DHX9,12835423.07,21972051.91,11034848.43,11412085.83,9404567.49,32030897.73,16253816.76,9219414.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O14950,Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2,66,12,151,5,19.8,MYL12B,14777103.88,150636389.11,17668580.26,14595752.31,5770638.84,95509819.41,10903287.44,1853356.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P46013,Proliferation marker protein Ki-67 OS=Homo sapiens OX=9606 GN=MKI67 PE=1 SV=2,21,45,151,45,358.5,MKI67,17388076.70,31859943.66,4777217.55,7773363.62,8521487.00,30507434.08,18990637.41,745048.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P20700,Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2,58,40,150,35,66.4,LMNB1,9205218.64,16796483.82,7770568.95,6674614.12,10618748.78,22974903.28,17540690.55,63414829.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O60812,Heterogeneous nuclear ribonucleoprotein C-like 1 OS=Homo sapiens OX=9606 GN=HNRNPCL1 PE=1 SV=1,26,10,149,1,32.1,HNRNPCL1,94503.38,929382.63,309555.56,318652.65,41548.03,3931827.38,654672.98,31441.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P16104,Histone H2AX OS=Homo sapiens OX=9606 GN=H2AX PE=1 SV=2,59,8,149,1,15.1,H2AX,,,868279.94,906289.30,,5020078.00,2572950.02,717008.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P51659,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3,42,22,148,22,79.6,HSD17B4,7403195.09,29306958.33,7650569.94,10867928.05,4784206.24,28176904.03,19884890.23,3872590.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q08043,Alpha-actinin-3 OS=Homo sapiens OX=9606 GN=ACTN3 PE=1 SV=2,28,21,148,12,103.2,ACTN3,7141026.94,1329702.56,170476.88,235774.53,2149947.77,1690121.36,466630.28,526721.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P55265,Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=4,27,33,148,33,136,ADAR,20173601.46,52187038.00,9554816.32,11011477.44,8966901.24,41365847.09,31319236.72,505989.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P12956,X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2,49,22,147,22,69.8,XRCC6,8748778.55,34414680.55,5740457.75,6548216.77,4189892.91,19675249.13,11966052.62,1451074.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q5JTH9,RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,28,32,147,32,143.6,RRP12,19047220.34,47488228.98,9224276.08,12505517.46,8773672.22,54312043.08,32868825.79,1687695.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P22087,rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2,45,13,147,13,33.8,FBL,25707191.75,62621161.75,16666538.05,15502332.48,5375455.23,60480272.30,13685386.75,2200216.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NZI8,Insulin-like growth factor 2 mRNA-binding protein 1 OS=Homo sapiens OX=9606 GN=IGF2BP1 PE=1 SV=2,38,21,145,19,63.4,IGF2BP1,15001843.01,42848202.31,8282013.22,9417688.99,9142206.09,38390882.51,17994510.16,4151623.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15269,Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=1 SV=2,25,18,144,18,102.4,PWP2,11853415.11,37599392.95,5437723.07,8736121.30,5636160.83,28646402.39,22677919.03,1783802.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q12906,Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3,24,18,142,15,95.3,ILF3,13339688.86,38363100.91,8145767.21,10129724.84,7176214.05,37898870.44,21511544.22,5325601.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O00571,ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3,40,24,142,23,73.2,DDX3X,7108036.12,24980613.33,5452011.41,13241290.95,7115363.13,23541845.57,16645600.75,2513270.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P38919,Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4,54,20,142,18,46.8,EIF4A3,16185348.35,45889351.70,11287668.59,22862662.68,8394286.78,49216491.00,17984929.92,2874348.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14684,Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens OX=9606 GN=RRP1B PE=1 SV=3,38,23,141,23,84.4,RRP1B,13168237.64,30439277.25,7216531.91,10012694.64,4464729.27,40371838.94,28564744.03,2202383.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q07065,Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2,49,26,140,26,66,CKAP4,13196878.93,26075375.99,8854018.16,8435472.75,4265608.61,30564167.16,19545364.04,5986194.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O00148,ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2,26,10,137,2,49.1,DDX39A,388560.63,2792953.48,453112.76,1053575.30,225175.47,3131732.09,1264386.70,107039.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P17096,High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3,38,6,137,6,11.7,HMGA1,18300919.01,49435826.90,19012173.52,13594955.77,5897375.62,34633009.00,15565545.28,4328842.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13796,Protein Shroom2 OS=Homo sapiens OX=9606 GN=SHROOM2 PE=1 SV=1,28,33,136,32,176.3,SHROOM2,13574734.97,22156515.53,4362014.46,6897426.63,4527431.59,24453207.78,14024135.06,660880.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BR76,Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1,32,14,136,14,54.2,CORO1B,41488147.78,100576478.57,41748464.88,90086370.98,25083229.15,72926075.58,91823238.20,6993818.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y2X3,Nucleolar protein 58 OS=Homo sapiens OX=9606 GN=NOP58 PE=1 SV=1,39,15,135,15,59.5,NOP58,13072957.36,22814812.35,5683421.07,7108260.91,6564875.99,22633356.20,17910777.64,813946.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O43390,Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1,36,20,135,14,70.9,HNRNPR,13975820.53,25794475.30,6717455.73,13485774.39,7629311.27,25208288.38,16827758.58,4153218.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NU22,Midasin OS=Homo sapiens OX=9606 GN=MDN1 PE=1 SV=2,11,50,135,50,632.4,MDN1,12263497.31,20979913.97,8700582.69,13947402.96,4557194.27,11872354.33,4284628.55,824139.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q00610,Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5,23,30,135,30,191.5,CLTC,12650157.25,36732485.78,2948195.22,4643351.71,5479305.68,19857069.50,8456919.72,1351186.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P18124,60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,42,13,135,13,29.2,RPL7,42745044.95,78369716.58,13931896.93,21796286.82,8430461.17,86832505.27,17175223.97,644850.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P23396,40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2,74,19,134,19,26.7,RPS3,25319579.09,46643535.97,10214028.41,15455779.48,5612194.70,46311445.77,13362509.39,485848.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P35637,RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,17,9,134,7,53.4,FUS,11688675.48,36087640.92,9787268.34,23710418.66,15174987.16,39805876.55,25584051.61,12909972.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13263,Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5,22,17,133,17,88.5,TRIM28,12001047.23,42490853.84,5170991.04,7577180.08,4545200.80,37933889.47,19414553.63,1212881.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9H8H0,Nucleolar protein 11 OS=Homo sapiens OX=9606 GN=NOL11 PE=1 SV=1,29,19,132,19,81.1,NOL11,9887735.63,33264294.07,8149083.81,8208839.97,4670847.06,27086371.83,17841254.58,3814163.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9P2E9,Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5,46,35,132,35,152.4,RRBP1,15080631.55,20650821.65,4190925.24,6982830.97,4364465.18,23437801.46,13679091.75,120075.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P51532,Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2,21,29,131,19,184.5,SMARCA4,10796912.41,21184644.63,4639476.34,11587768.16,5448227.16,17917304.16,14394118.63,2999935.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P05388,60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1,42,14,131,14,34.3,RPLP0,26307997.05,86350924.45,15832885.08,14949224.09,8252895.44,77584943.75,15151835.28,2132979.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UPN3,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4",10,61,131,58,837.8,MACF1,15409923.55,16220939.28,5448579.79,5003324.38,3855138.68,9416637.24,2138286.06,1556800.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14683,Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,33,36,129,36,143.1,SMC1A,9824863.11,26186087.38,7641670.54,11147820.59,5980312.31,27791017.05,24793049.98,2576395.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P14866,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2,42,18,128,18,64.1,HNRNPL,17731460.71,44186035.26,10094870.67,20978982.22,11673444.83,46239604.78,20878845.86,3861947.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y3T9,Nucleolar complex protein 2 homolog OS=Homo sapiens OX=9606 GN=NOC2L PE=1 SV=4,23,19,128,19,84.9,NOC2L,11839377.09,25641113.06,6103886.04,8454010.03,6462388.82,32676568.25,22362471.70,731347.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
